"","datetime","light","twilight","interp","excluded"
"372","2011-06-25T06:04:00.000Z",107,0,FALSE,FALSE
"373","2011-06-25T06:14:00.000Z",107,0,FALSE,FALSE
"374","2011-06-25T06:24:00.000Z",107,0,FALSE,FALSE
"375","2011-06-25T06:34:00.000Z",83,0,FALSE,FALSE
"376","2011-06-25T06:44:00.000Z",127,0,FALSE,FALSE
"377","2011-06-25T06:54:00.000Z",127,0,FALSE,FALSE
"378","2011-06-25T07:04:00.000Z",127,0,FALSE,FALSE
"379","2011-06-25T07:14:00.000Z",127,0,FALSE,FALSE
"380","2011-06-25T07:24:00.000Z",127,0,FALSE,FALSE
"381","2011-06-25T07:34:00.000Z",127,0,FALSE,FALSE
"382","2011-06-25T07:44:00.000Z",127,0,FALSE,FALSE
"383","2011-06-25T07:54:00.000Z",127,0,FALSE,FALSE
"384","2011-06-25T08:04:00.000Z",127,0,FALSE,FALSE
"385","2011-06-25T08:14:00.000Z",127,0,FALSE,FALSE
"386","2011-06-25T08:24:00.000Z",127,0,FALSE,FALSE
"387","2011-06-25T08:34:00.000Z",127,0,FALSE,FALSE
"388","2011-06-25T08:44:00.000Z",127,0,FALSE,FALSE
"389","2011-06-25T08:54:00.000Z",127,0,FALSE,FALSE
"390","2011-06-25T09:04:00.000Z",127,0,FALSE,FALSE
"391","2011-06-25T09:14:00.000Z",127,0,FALSE,FALSE
"392","2011-06-25T09:24:00.000Z",127,0,FALSE,FALSE
"393","2011-06-25T09:34:00.000Z",127,0,FALSE,FALSE
"394","2011-06-25T09:44:00.000Z",127,0,FALSE,FALSE
"395","2011-06-25T09:54:00.000Z",109,0,FALSE,FALSE
"396","2011-06-25T10:04:00.000Z",109,0,FALSE,FALSE
"397","2011-06-25T10:14:00.000Z",109,0,FALSE,FALSE
"398","2011-06-25T10:24:00.000Z",109,0,FALSE,FALSE
"399","2011-06-25T10:34:00.000Z",109,0,FALSE,FALSE
"400","2011-06-25T10:44:00.000Z",109,0,FALSE,FALSE
"401","2011-06-25T10:54:00.000Z",109,0,FALSE,FALSE
"402","2011-06-25T11:04:00.000Z",127,0,FALSE,FALSE
"403","2011-06-25T11:14:00.000Z",127,0,FALSE,FALSE
"404","2011-06-25T11:24:00.000Z",127,0,FALSE,FALSE
"405","2011-06-25T11:34:00.000Z",127,0,FALSE,FALSE
"406","2011-06-25T11:44:00.000Z",127,0,FALSE,FALSE
"407","2011-06-25T11:54:00.000Z",127,0,FALSE,FALSE
